# CSV-File created with merge-csv.com
# -----------------------------------------------------------

ID,bank_account_balance_20,bank_account_balance_21,bank_account_balance_22,bank_account_balance_23,bank_account_balance_24,bank_account_balance_25,bank_account_balance_26,bank_account_balance_27,bank_account_balance_28,bank_account_balance_29,bank_account_balance_30,bank_account_balance_31,bank_account_balance_32,bank_account_balance_33,bank_account_balance_34,bank_account_balance_35,bank_account_balance_36,bank_account_balance_37,bank_account_balance_38,bank_account_balance_39,bank_account_balance_40,bank_account_balance_41,bank_account_balance_42,bank_account_balance_43,bank_account_balance_44,bank_account_balance_45,bank_account_balance_46,bank_account_balance_47,bank_account_balance_48,bank_account_balance_49,bank_account_balance_50
959,5936,6141,7869,7840,8778,9104,9868,10575,10777,11837,12833,13112,13169,16297,20529,18603,16710,20557,22273,21961,23608,20775,21890,27881,30612,31409,32919,30133,37765,40028,42182
596,5086,5951,7124,7512,8769,9179,9829,10970,10615,11155,12587,13516,13844,17508,19030,21440,20821,20704,20076,21033,22396,21916,25747,28229,33628,31750,32849,32402,38849,40722,42131
290,5140,5746,7414,7797,8809,9152,9861,10994,10410,11009,12008,12490,13368,15654,17331,21435,21956,23364,22756,22875,22119,20064,23190,28783,31572,31494,32873,31466,37205,40671,42215
68,5099,6180,7794,7834,8842,9243,9921,10401,10890,11399,12026,12715,12340,17743,17115,19477,22650,23825,21936,22201,23690,21767,21972,27268,32852,31719,32178,31525,37636,40259,42812
107,5428,6053,7393,7757,8777,9202,9592,10466,10621,11228,12743,12599,14854,17956,18146,19456,20071,20922,23217,21319,23955,21387,23593,28979,30497,31483,32666,30341,36414,40009,42306
250,5490,6435,7783,8027,8556,9374,9647,10902,10517,11829,12026,11849,14617,15001,20026,19969,21390,23748,25817,22046,22214,20534,25081,28520,31578,31766,32375,32121,37518,40856,42266
319,5144,6181,7687,7715,8641,9260,9900,10969,10658,11744,12185,11736,12035,17156,19501,19237,16536,22950,20103,21939,23991,21745,22656,27414,32139,31020,32813,34429,37584,40492,42990
829,5340,5939,7391,7775,8586,9231,9553,10909,10797,11429,12764,11056,13112,15434,17863,19702,20235,20898,20590,21819,23714,20228,23729,28743,31626,31400,32547,32363,37680,40459,42619
592,5880,6304,7957,8189,8143,9273,9707,10982,10757,11777,12179,11673,12689,17824,20507,17809,20489,20211,21261,21216,23777,21983,25072,27945,32881,31871,32305,31504,36003,40454,42218
94,5036,6439,7846,8158,8251,9210,9772,10546,10801,11285,12738,13064,13382,17491,18281,17503,17417,23461,20556,22477,23905,20855,23593,27667,30997,31086,32084,32749,37073,40748,42183
912,5727,5937,7257,7790,8035,9365,9401,10782,10667,11111,12412,11786,13929,15583,18198,19683,20936,20832,26178,22940,22577,21483,23956,27987,32495,31820,32298,30559,37700,40816,42609
514,5154,6251,7274,8229,8406,9355,9754,10475,10826,11187,12496,11341,13327,16012,20741,21298,22093,22740,22994,21845,22675,20487,23911,27712,32565,31438,32968,32762,38170,40902,42937
870,5983,5638,7954,7713,8521,9274,9525,10611,10961,11302,12404,11841,14797,15864,20304,17264,21658,22799,26348,22447,22443,21668,24899,27180,33781,31381,32964,33090,37211,40828,42816
954,5114,5681,7925,7584,8721,9180,9837,10448,10892,11504,12764,11078,12725,16186,18530,17229,18286,23897,23280,22472,22934,21640,25158,27759,32031,31984,32727,31429,38978,40284,42912
196,5234,6245,7291,7934,8845,9388,9762,10566,10704,11981,12826,11110,12524,16134,18848,18251,16072,20928,23810,21263,22981,21913,23599,27927,33178,31743,32705,33525,37762,40711,42252
605,5703,5796,7481,8025,8001,9150,9463,10628,10684,11842,12797,11666,13203,15767,18632,20308,18739,23766,22098,22576,22296,20449,22239,27628,30952,31999,32867,32569,37838,40160,42917
925,5809,5663,7530,8192,8089,9393,9644,10930,10770,11339,12499,12147,12160,17010,21094,17601,16080,20318,20720,21736,22818,21315,21174,27585,32301,31495,32266,32617,36219,40009,42658
529,5721,5764,7774,7619,8753,9197,9744,10792,10912,11930,12751,11574,14347,18155,20733,20379,22403,22645,23073,21316,22734,20075,22642,27880,33325,31133,32907,34035,38507,40844,42446
381,5844,6069,7696,7619,8343,9120,9885,10715,10737,11758,12881,11602,14039,16271,17041,18843,19956,23662,26701,22560,23501,20830,23955,28687,32983,31878,32909,34596,38036,40746,42188
347,5208,5950,7981,7734,8398,9128,9856,10725,10987,11649,12856,11631,12084,17275,18327,17816,18746,21537,23650,21641,23448,21377,22331,27694,30565,31756,32499,31626,38709,40804,42664
181,5751,6399,7656,8200,8720,9279,9336,10913,10655,11304,12546,11379,12193,18256,21844,17352,21345,21907,23298,21787,23624,20653,25093,27922,30708,31099,32908,33872,36825,40171,42577
493,5050,5680,7380,8277,8557,9348,9595,10495,10569,11140,12107,13634,12540,15933,18209,17866,17922,22836,21714,22724,22845,21882,25719,28635,31979,31450,32866,31563,37279,40355,42955
834,5294,6286,7956,7966,8625,9178,9311,10562,10941,11530,12983,12786,14625,18590,21432,17571,20401,23127,23448,22955,22640,20765,24493,27013,33651,31031,32170,30604,37290,40315,42873
561,5716,6114,7735,8178,8301,9372,9530,10577,10855,11325,12208,11659,14185,15441,20752,20881,18568,22371,26106,22542,22535,21836,24763,28713,33910,31847,32861,30650,38500,40793,42662
298,5331,6164,7219,7533,8726,9156,9575,10564,10409,11045,12445,13230,13253,17763,17523,20506,16837,21494,20745,22026,22990,20003,22862,27304,31468,31609,32713,32683,37100,40237,42881
125,5212,5700,7913,7696,8965,9390,9888,10525,10622,11954,12071,12374,12492,15600,20395,19575,17865,23195,20324,22062,23323,21600,21848,27923,30512,31626,32884,33425,37888,40778,42820
540,5552,5922,7837,7947,8691,9213,9605,10976,10596,11601,12573,12351,13242,15416,17874,18963,21326,23149,26034,21138,23230,21918,25533,28044,31920,31338,32227,31247,38266,40317,42946
839,5115,5766,7206,7824,8358,9110,9532,10882,10430,11112,12932,11773,13442,17023,20356,19101,18669,23684,24246,22070,23510,20886,22155,27251,30059,31375,32308,34726,37569,40771,42373
590,5736,5605,7245,7920,8412,9278,9860,10453,10875,11644,12736,12824,13086,18754,21732,18302,20478,22730,23309,21839,23988,21718,25130,27226,31550,31144,32470,32251,37350,40016,42123
669,5327,6052,7768,8018,8883,9170,9881,10818,10994,11507,12556,13266,12429,18760,17420,18271,17241,22830,23184,21368,22374,21123,24556,28000,33528,31866,32461,32068,38485,40094,42210
831,5048,6333,7679,8083,8866,9268,9776,10927,10865,11867,12384,11102,12340,17979,21628,21789,21619,20693,23772,22963,23750,21446,25673,27660,31620,31412,32194,33921,37867,40001,42020
80,5605,5846,7490,8206,8329,9107,9741,10670,10627,11240,12641,11262,14775,18093,18763,19536,19779,20419,25367,22236,23061,20146,25444,28444,30514,31896,32706,30508,37695,40180,42948
649,5258,6107,7144,7761,8472,9124,9616,10699,10699,11656,12696,12011,13468,15474,18901,21114,20040,20741,23093,21325,22230,20563,21435,28194,33204,31922,32410,30960,36127,40962,42194
59,5577,5934,7146,7995,8615,9172,9996,10751,10763,11506,12270,12171,13619,16188,20024,19966,21707,21529,20819,21152,23311,21326,21768,27818,33334,31404,32051,31328,38652,40535,42913
655,5435,6247,7499,7926,8758,9173,9723,10681,10631,11725,12845,11612,14453,18900,21543,21827,19552,21849,26307,21343,22530,21900,22831,27565,31016,31170,32973,33741,37498,40282,42418
884,5444,5763,7733,8002,8509,9240,9607,10510,10808,11071,12728,11782,14317,16983,20575,20102,22418,20811,26296,21508,22390,20485,23244,28931,32678,31591,32762,30000,38083,40329,42346
84,5661,5735,7688,7716,8395,9101,9375,10694,10706,11262,12983,13710,14663,17152,20996,18691,16484,23500,20065,22107,23059,21019,22078,28518,30364,31083,32033,33764,37680,40309,42026
84,5607,6065,7146,7651,8031,9300,9649,10839,10736,11542,12700,11653,14802,18313,17207,17270,18174,23947,20723,22896,23154,21572,22244,28828,30379,31767,32001,34238,37382,40279,42339
547,5008,6335,7592,8047,8653,9330,9742,10446,10801,11824,12538,13570,12239,15115,19007,19188,22822,21420,26674,21804,22350,20454,21160,27170,32009,31393,32448,32215,36058,40165,42724
284,5463,6020,7615,7709,8962,9137,9397,10508,10781,11885,12944,11651,12931,16719,21344,19654,16015,22080,22762,21664,22004,20869,24990,27842,30202,31016,32236,32072,37384,40712,42243
529,5784,6104,7124,8046,8418,9285,9942,10992,10875,11870,12893,11352,12171,15024,21626,17819,17351,22828,25987,21432,23915,21713,21894,28578,30147,31468,32096,30110,37416,40341,42966
288,5337,6012,7952,7960,8085,9361,9657,10584,10827,11549,12625,13854,14365,18863,20451,18516,21309,23713,26629,21372,22228,21493,21876,28881,30148,31407,32183,34873,37451,40527,42107
409,5970,5929,7024,7899,8265,9234,9841,10431,10412,11199,12946,11390,12689,18374,18305,18852,17909,20949,22102,22617,23363,20787,23494,28170,31817,31437,32798,34603,38673,40802,42507
465,5555,5893,7477,8282,8083,9205,9926,10957,10695,11488,12254,11408,13602,15008,19092,19822,19358,21788,23058,21874,23398,20942,25790,27177,30129,31832,32295,30872,38823,40018,42237
754,5967,6431,7391,7629,8362,9396,9795,10570,10983,11676,12273,11631,13466,17550,18709,21056,17575,21117,21407,21061,22299,20637,23042,28743,31077,31301,32167,30711,38816,40305,42424
240,5588,6492,7330,7863,8908,9199,9947,10647,10757,11229,12058,11649,13909,18738,17779,18706,19324,22630,23650,21351,22520,20049,22718,28139,32509,31877,32912,32031,38728,40385,42117
457,5030,5626,7260,8289,8285,9116,9349,10623,10683,11742,12170,11033,13360,18217,18176,20674,20432,20012,26575,21189,22378,21136,24590,28072,31554,31986,32474,34607,38425,40904,42395
75,5945,6068,7311,7556,8699,9370,9365,10754,10832,11802,12939,11320,13479,18702,21995,20375,21220,20024,24457,22030,23824,20762,24290,28465,32910,31110,32898,34791,38918,40057,42810
555,5720,5852,7321,7557,8233,9128,9978,10517,10595,11836,12671,12077,12187,16679,19013,17689,21100,20092,26033,22838,22279,20974,22432,28901,32546,31692,32079,33404,36065,40208,42542
49,5917,6390,7219,8104,8254,9325,9713,10699,10719,11716,12482,11525,13937,15740,20499,21191,20454,23649,25675,22853,22114,20329,25325,27647,31814,31826,32203,32508,38381,40243,42474
618,5152,5926,7423,7859,8752,9281,9386,10517,10572,11201,12256,13936,13680,17429,20320,20841,16084,23094,22797,22984,23308,20765,25856,27951,31321,31812,32460,33319,37629,40535,42744
421,5938,5665,7793,8040,8734,9240,9459,10679,10686,11051,12606,11716,14773,15463,17574,17994,22328,20561,25968,21633,22859,20805,23978,27723,33062,31047,32804,32886,36082,40780,42483
892,5258,6340,7390,7941,8065,9275,9511,10932,10874,11969,12492,11831,14154,15726,20160,21091,17903,21877,25690,22399,22679,20339,23348,28725,30566,31767,32177,34596,38987,40194,42267
523,5307,5884,7187,8192,8593,9110,9759,10606,10919,11360,12370,11348,12273,16987,20301,17039,16363,23116,21195,21756,22222,20897,22621,28407,32430,31824,32607,32136,37561,40935,42803
352,5576,6306,7087,8165,8038,9227,9636,10578,10934,11588,12043,13527,13247,15466,21215,18154,18539,22806,22642,21543,22849,20346,24920,27945,32033,31923,32915,33464,38936,40642,42010
865,5950,6490,7226,7887,8897,9128,9697,10787,10656,11532,12896,13661,13322,18900,20712,20819,21004,23141,26105,21646,22263,20685,24355,28588,33621,31817,32716,30623,38644,40221,42918
450,5355,5811,7437,8270,8901,9235,9333,10542,10435,11927,12077,13616,13739,17958,17310,20611,20038,22582,24930,21742,22234,21102,23389,28156,32919,31328,32054,34811,38174,40744,42098
564,5257,5605,7622,8271,8350,9117,9882,10911,10695,11858,12264,11810,14644,18484,20729,21543,20497,21543,22258,22724,23022,21898,25353,27389,33179,31637,32378,34837,37976,40329,42987
834,5362,5920,7131,7536,8087,9327,9883,10766,10458,11643,12217,12960,14163,17638,21351,19318,17728,21107,24588,21001,23344,20636,24275,27266,31718,31181,32031,31528,36126,40778,42571
36,5041,5893,7811,7776,8065,9335,9779,10649,10549,11477,12172,13617,14048,16426,21811,18347,16679,23136,21053,21892,22243,21906,22396,28606,32370,31069,32894,32184,38550,40833,42624
926,5300,5988,7717,7839,8088,9204,9822,10751,10737,11885,12103,11500,14909,16759,18660,20338,22798,20025,26584,22513,22967,20184,23564,27393,32153,31045,32161,33864,36577,40048,42097
88,5524,5837,7164,7608,8990,9197,9450,10429,10516,11337,12550,12785,13489,18995,21280,17566,20535,21412,26410,21238,23250,20411,22012,27268,30505,31713,32004,30337,38672,40010,42286
450,5814,5922,7065,7559,8583,9237,9842,10795,10696,11468,12690,11289,13783,17214,17597,20624,22567,20496,20525,21836,22575,21506,21200,28873,33206,31739,32548,30456,37167,40912,42735
651,5471,5817,7297,7748,8705,9214,9857,10529,10605,11711,12220,13712,12038,18035,17776,18976,22038,23709,22122,22876,22881,20620,21106,28119,33769,31967,32729,30725,36263,40214,42036
588,5752,5896,7271,7886,8770,9223,9709,10640,10682,11729,12357,12159,13426,16991,19484,18805,20124,23804,23377,21253,22248,20193,25633,27079,32094,31425,32198,34591,37194,40624,42287
941,5785,5918,7254,7686,8242,9230,9799,10965,10417,11324,12574,12812,14481,16281,17689,17334,21813,23486,24159,21430,23422,20123,22803,28068,32424,31005,32079,30597,38865,40811,42978
730,5030,6338,7045,8069,8032,9380,9443,10553,10682,11308,12883,11406,14999,17999,19954,18697,21142,22317,23885,21020,22144,21849,25145,28697,30682,31233,32938,30906,37029,40341,42409
764,5975,6212,7390,7997,8875,9209,9937,10818,10447,11353,12552,11713,14086,16418,19873,18996,20368,21949,23196,22755,22309,20123,25738,28042,31121,31289,32448,30610,36140,40650,42615
777,5850,6107,7905,8290,8664,9366,9765,10644,10900,11389,12789,12927,13935,18023,21016,21469,17058,20871,25196,22327,23583,20836,22618,28280,31131,31748,32626,31917,37150,40631,42124
956,5159,6136,7329,7878,8314,9304,9708,10714,10594,11643,12701,12985,14289,17655,20173,18974,16457,21866,21387,21370,23391,21943,22342,28475,30523,31075,32301,30986,38475,40367,42377
190,5611,5946,7012,7524,8033,9320,9972,10431,10482,11776,12220,13818,12579,15536,21313,17199,22931,20526,20059,22332,22728,21539,25820,27485,32861,31710,32854,30865,38913,40491,42394
46,5462,6049,7434,7565,8760,9227,9992,10662,10448,11910,12594,11957,12606,16238,18668,18495,20017,22501,26206,21338,22497,20469,22780,27806,32047,31357,32202,31846,37843,40652,42213
637,5967,5952,7762,8257,8881,9220,9485,10955,10985,11757,12488,13921,12564,18322,21314,18654,17427,20986,20295,21279,22314,21435,22356,27012,31000,31583,32315,32509,37973,40326,42212
699,5751,6231,7027,8270,8054,9342,9428,10612,10822,11362,12251,13906,13177,15881,18170,18362,22658,22102,21608,21141,23226,20255,25785,27751,30328,31512,32608,33921,38688,40278,42220
779,5054,5772,7499,7585,8337,9270,9479,10401,10625,11400,12912,13324,14797,16151,20449,20899,21930,22183,20753,22952,23657,20149,21066,28176,33276,31178,32676,33148,38240,40419,42557
991,5158,6036,7515,7768,8425,9319,9626,10643,10482,11454,12003,11284,13704,17032,21936,18879,19254,20912,26147,22313,22953,21736,22414,27990,31274,31103,32671,30151,37134,40254,42832
840,5644,6026,7508,8078,8951,9213,9616,10730,10670,11513,12529,13320,13470,17374,21308,19412,22727,22205,26838,21895,23895,21153,24311,28324,32656,31241,32745,32101,38865,40611,42799
761,5154,6241,7062,7710,8742,9360,9901,10902,10550,11084,12510,12096,12385,18127,17797,21316,22195,23702,21104,22413,22267,20703,21706,27584,31007,31382,32642,33359,38529,40764,42232
520,5485,6067,7415,7975,8938,9348,9740,10771,10945,11076,12401,12803,14595,15723,17854,20089,20290,20217,22568,22025,23752,20714,21131,27795,32109,31487,32065,31038,36382,40839,42659
550,5782,6004,7973,7814,8405,9380,9623,10903,10719,11175,12769,13604,13788,18005,21802,21086,19669,20366,25568,22006,22051,20375,25285,28854,31370,31144,32465,30310,37837,40659,42675
913,5220,5787,7611,7611,8733,9385,9557,10589,10654,11445,12948,13265,14076,18801,21942,17684,20304,20723,21337,21549,23335,21550,24010,27089,30606,31446,32848,33414,37306,40326,42553
496,5529,6458,7768,7615,8485,9153,9727,10434,10592,11312,12899,12856,13669,16182,18078,18999,19861,22213,25796,21309,23621,21433,21544,27199,32618,31497,32138,31372,36241,40011,42505
696,5856,6190,7543,8227,8558,9302,9665,10547,10905,11439,12237,13228,12335,17616,21954,17099,17848,21641,22180,21297,22098,21734,23582,28335,33632,31414,32132,30001,36026,40401,42617
83,5746,5694,7362,7601,8872,9330,9679,10913,10517,11870,12666,11465,12850,16961,19092,20418,16268,20723,26994,22850,22960,20500,22517,27582,31920,31114,32703,30731,37548,40026,42283
184,5987,6214,7205,7747,8451,9185,9631,10423,10805,11404,12797,11324,13550,17129,18092,20203,16072,20852,22251,22609,22779,20865,21649,28548,33142,31615,32590,32874,37303,40416,42617
126,5011,5882,7679,8263,8697,9292,9439,10715,10931,11704,12558,11729,12965,15930,19684,17157,18756,20684,21554,21340,22471,20427,25280,28465,30568,31812,32946,30115,37325,40694,42770
948,5145,6467,7396,7921,8219,9130,9866,10554,10469,11933,12026,12283,14924,17852,18732,21421,16794,21895,25029,21254,23162,20178,25317,28156,31180,31375,32214,32508,37726,40333,42298
944,5265,6178,7559,7992,8053,9278,9874,10538,10580,11322,12003,12984,13461,15419,18559,19503,20735,22254,24937,22870,22255,21218,21816,27198,30398,31427,32755,32858,38772,40406,42635
894,5368,6329,7273,7748,8930,9362,9540,10408,10732,11499,12254,13461,13030,16184,18837,17368,16696,21835,23932,21531,22948,21195,21334,27284,30365,31761,32244,31192,38689,40650,42899
450,5344,6353,7853,7626,8873,9227,9507,10685,10905,11931,12067,11685,13283,18047,17880,19982,21054,23312,22894,21626,23386,21816,22978,28289,32221,31229,32025,31672,36172,40742,42093
575,5721,6143,7470,7968,8707,9332,9489,10971,10496,11718,12165,12214,12502,17536,18531,17814,18942,21066,23382,21922,23541,20269,22790,28475,31933,31203,32540,30039,38775,40243,42471
752,5059,6207,7816,7979,8483,9112,9951,10471,10668,11310,12311,11140,13150,15949,20184,21604,21190,23933,20472,21296,23598,21750,25945,28555,33885,31284,32805,30377,36453,40119,42765
877,5847,5795,7360,7735,8492,9288,9463,10965,10758,11835,12847,12524,12332,17691,20240,21846,16134,22619,25110,22924,22742,21645,22891,28808,33246,31618,32658,31006,36951,40510,42805
297,5531,5737,7342,7803,8133,9184,9680,10919,10714,11991,12215,12618,12288,15630,20491,18608,21905,23650,21977,21755,23068,21336,24706,27448,32870,31204,32811,32961,36764,40651,42785
769,5879,6024,7898,7827,8614,9283,9933,10992,10411,11843,12684,11900,14318,16520,18972,17857,16696,21184,25888,22019,22645,20324,25571,28358,33816,31168,32853,32773,37432,40732,42785
637,5783,5735,7691,8242,8731,9159,9705,10445,10421,11702,12685,12203,13147,16885,21729,21073,17369,20021,24481,22681,22753,20297,25374,28639,31683,31625,32067,33647,36502,40962,42915
7,5745,5886,7905,8150,8291,9151,9470,10932,10408,11586,12569,11802,14702,15426,17879,19676,16536,23246,21858,21746,23357,21270,24461,28449,32475,31358,32284,30260,38463,40897,42422
966,5315,6228,7823,7775,8569,9240,9731,10987,10707,11909,12997,11765,14733,15850,18743,17676,21191,23386,25348,22123,22317,20763,25097,28524,31935,31314,32946,33640,36642,40606,42218
211,5982,5676,7405,7586,8111,9114,9777,10807,10723,11320,12374,11683,13666,18830,21146,17144,22588,23094,22108,22589,22919,21901,22090,28259,33880,31136,32360,34338,38854,40061,42387
66,5147,6111,7558,7893,8305,9292,9605,10510,10744,11401,12197,13605,12427,17113,21249,21836,22491,20623,21935,22749,22322,21175,25669,27728,30261,31632,32473,31198,38474,40916,42779
174,5794,6250,7110,7817,8298,9388,9903,10524,10928,11681,12787,13845,13354,16594,21697,20863,20825,21703,26152,21598,23317,21117,23286,28662,30892,31596,32060,32111,37277,40829,42720
685,5188,6016,7719,7585,8082,9189,9603,10813,10577,11495,12014,12572,12276,16281,21734,18639,20805,23315,26820,21673,23923,20942,22807,27904,33168,31860,32672,32904,38464,40597,42220
353,5776,5801,7713,8211,8807,9360,9334,10832,10621,11721,12486,13099,12286,15143,19124,21006,18782,21127,22140,22493,22696,21103,25126,27842,31647,31969,32012,32168,38909,40161,42971
636,5665,6417,7281,7604,8569,9174,9937,10949,10979,11196,12586,12729,14659,15768,20189,18974,19787,23427,25668,22463,23767,20648,24732,27946,32747,31002,32771,33284,37918,40762,42080
874,5068,6412,7947,8127,8340,9376,9420,10405,10404,11978,12481,13234,13596,16140,21316,20430,22255,23204,20816,22529,22540,20645,23363,28192,33789,31943,32004,30856,37436,40700,42507
528,5647,6044,7739,8169,8929,9226,9771,10798,10512,11090,12940,12650,12334,17952,21341,21864,18191,20607,20493,21644,23248,21010,21369,27154,33763,31671,32039,30031,37850,40865,42173
389,5131,5710,7590,7717,8000,9289,9873,10932,10978,11255,12698,12933,14141,17454,17144,17749,21190,22138,21873,22051,22733,20078,21785,28973,32151,31264,32342,33127,36028,40457,42685
152,5805,6463,7064,7545,8079,9339,9380,10864,10803,11017,12183,12314,13114,16938,20296,20987,18805,23940,25187,21703,22491,20156,23298,28294,32884,31785,32702,30907,37240,40432,42335
767,5962,5846,7443,8155,8901,9319,9854,10866,10724,11032,12806,12282,13734,15825,17144,21636,18037,20752,23646,22253,22685,20345,22358,27203,30807,31368,32787,30347,38157,40110,42856
680,5644,5627,7255,8254,8866,9238,9856,10970,10573,11306,12259,12719,13817,17897,20710,18811,19396,23047,23249,22392,23844,21942,21105,27946,32741,31528,32964,32814,37148,40026,42698
369,5758,6330,7327,8041,8448,9316,9953,10961,10564,11905,12261,13306,12290,18636,18761,19221,20926,23863,22895,22859,23836,20931,21241,28523,30830,31679,32491,32578,36277,40838,42376
802,5351,6041,7648,7596,8554,9388,9946,10796,10537,11831,12313,12280,12823,16760,19962,18956,22746,21555,20508,22312,22632,20462,24019,28753,30929,31405,32070,32639,38476,40341,42099
607,5889,6342,7287,7530,8423,9231,9542,10845,10836,11789,12221,12172,15000,16628,17043,18721,22003,21836,21436,21491,23084,21044,25667,28010,32382,31546,32991,33455,37276,40344,42748
309,5111,6117,7005,7608,8765,9235,9633,10711,10846,11497,12942,12150,14323,16438,20509,21960,16427,23278,26551,22330,23504,20139,25751,28643,33879,31190,32894,32612,37002,40507,42639
28,5749,6481,7431,7970,8076,9267,9694,10621,10557,11140,12124,13794,14210,17151,19269,19968,16521,23891,24872,22468,22988,21533,22739,28355,32665,31694,32850,30153,38325,40360,42682
489,5968,6298,7907,7515,8152,9246,9475,10527,10930,11167,12654,11658,14438,17982,19349,17682,16145,22244,24268,22140,23173,20151,22106,28777,30477,31329,32277,30285,36049,40743,42973
780,5585,6154,7477,8079,8034,9271,9356,10970,10993,11379,12340,13311,13305,18063,17583,18481,21323,21314,24835,22727,23528,21093,24294,27868,32076,31680,32609,34345,36285,40958,42895
403,5788,6161,7185,7638,8178,9114,9689,10545,10502,11513,12714,11787,13412,16469,17113,19585,22205,23500,22818,21718,22451,21805,23277,28443,31789,31607,32098,30038,38618,40558,42911
348,5361,5611,7049,7923,8839,9122,9311,10766,10987,11058,12507,11995,12191,15169,18087,20894,19637,23032,26088,21767,22823,21033,21295,27231,33690,31609,32668,32011,38941,40898,42189
634,5245,6070,7907,7809,8288,9266,9789,10874,10453,11613,12705,12660,13707,15138,18929,19889,20218,20535,21845,21655,23295,20511,24897,27979,30602,31747,32157,33707,36679,40145,42091
409,5239,6218,7248,7612,8559,9257,9692,10937,10848,11397,12826,11728,13803,16563,18408,17465,18877,20788,20627,22181,23572,21672,23974,28858,30893,31090,32713,32895,37550,40682,42371
632,5379,6232,7285,7811,8215,9129,9385,10638,10625,11331,12406,13806,14695,16810,18502,17699,17895,21205,21390,21393,23095,20446,25056,28427,33908,31916,32331,34248,37553,40797,42961
338,5354,6494,7770,7654,8925,9247,9916,10956,10810,11565,12519,11472,12445,17896,18752,21773,22462,20284,21842,22544,22376,21222,25560,28949,30986,31420,32994,32747,37375,40862,42424
313,5293,5684,7196,7634,8141,9313,9981,10526,10969,11541,12284,12443,14013,18422,17526,20519,22742,22281,23555,21479,23375,21627,21051,27389,30465,31386,32382,30165,37062,40880,42806
698,5280,5656,7678,7657,8961,9313,9944,10810,10949,11195,12707,12691,14368,15706,21521,18791,16190,21237,25410,22930,22237,21657,21771,28810,32550,31319,32757,31168,36227,40636,42559
693,5565,5662,7152,8070,8802,9220,9811,10934,10702,11968,12794,11547,14052,18484,21055,18320,18815,22963,22069,21868,22974,21900,21174,27304,30746,31912,32074,33618,37058,40867,42752
413,5939,6426,7863,7941,8282,9243,9799,10713,10561,11074,12771,13555,14368,18758,19510,18925,21137,20711,22043,21980,23649,21731,23503,27107,31133,31464,32319,30008,38927,40382,42610
718,5101,5883,7302,7693,8796,9239,9914,10562,10436,11495,12235,11144,13938,17746,21301,18647,19878,20241,22712,21614,23076,20862,22195,27346,33185,31059,32642,30165,38493,40756,42557
858,5286,6006,7756,7673,8341,9291,9399,10703,10928,11051,12915,13082,14255,17824,19807,18749,21401,23426,24049,22316,23331,20386,22095,27288,33303,31157,32275,34353,37095,40442,42045
932,5569,5693,7705,7768,8557,9295,9996,10455,10592,11275,12029,11351,13332,16310,19485,19752,16486,20952,25373,21002,22847,21297,23523,28278,31197,31984,32114,31794,38203,40744,42822
601,5953,6349,7576,8019,8776,9249,9454,10463,10905,11215,12767,13830,12735,16853,20072,19805,20696,22823,21206,22613,22825,21290,22584,28623,30192,31442,32956,33432,37416,40358,42598
690,5810,6345,7459,7936,8558,9196,9924,10621,10911,11354,12231,13991,14257,15372,19662,17777,16958,21899,23702,21280,23696,21752,24683,28613,31916,31395,32058,34149,36731,40385,42088
567,5645,6194,7173,7875,8655,9105,9961,10631,10771,11224,12271,13857,14484,18470,17682,18068,21921,20037,25167,21556,22336,21384,21898,28372,31638,31376,32946,31385,38260,40560,42913
632,5248,5766,7851,7606,8855,9236,9433,10465,10859,11654,12448,12157,14737,17429,20276,17371,17272,21590,20227,21995,22642,21302,25159,28426,33618,31258,32024,32220,37542,40090,42886
3,5760,6005,7510,7824,8184,9350,9627,10748,10400,11947,12126,13192,13075,16006,18121,17349,22477,22025,22410,22092,22509,21620,22145,28997,30223,31553,32767,32092,37836,40847,42325
929,5128,5982,7029,7575,8887,9368,9861,10411,10960,11272,12777,12279,14895,18128,18081,21315,21085,23925,21494,22868,23997,21369,24750,28523,33074,31146,32109,34693,36424,40067,42652
393,5925,5878,7287,8118,8071,9394,9806,10627,10609,11017,12746,13556,12019,18972,18021,20699,20104,22855,25274,21438,23606,20500,24896,27794,30680,31038,32774,34467,36999,40430,42043
240,5146,5738,7499,7655,8333,9164,9539,10964,10990,11811,12403,11883,14700,16453,17170,19194,18389,23642,20982,22515,22649,21844,22236,27348,33327,31140,32347,33067,37381,40137,42900
342,5354,5755,7742,7897,8670,9383,9776,10716,10851,11393,12759,11854,12203,17562,21859,17014,21728,22807,23576,22661,22303,20047,22632,28272,32764,31999,32462,32843,36025,40839,42667
953,5638,5879,7485,8134,8774,9212,9546,10836,10916,11852,12068,13302,14163,17924,20365,20939,16603,20918,26233,22095,22557,20458,25273,28442,31797,31026,32372,31675,38140,40815,42113
284,5516,5909,7997,7647,8890,9130,9404,10808,10593,11855,12750,11950,13733,15551,19502,17399,22408,23804,25726,22041,22066,20956,23645,27562,32891,31374,32359,33573,36331,40699,42064
454,5003,5958,7818,8073,8188,9140,9741,10958,10850,11732,12528,13350,14907,16883,21787,17468,22850,22275,23048,22955,23930,20667,23369,27657,30477,31014,32749,30228,37067,40316,42159
523,5700,5620,7308,8096,8159,9248,9437,10741,10561,11538,12897,12821,12090,16192,20932,18632,22336,23558,24866,21512,22804,21527,22176,28558,30712,31874,32399,32448,38318,40510,42184
